Customer ID,Customer Status,Date Order was placed,Delivery Date,Order ID,Product ID,Quantity Ordered,Total Retail Price for This Order,Cost Price Per Unit
18079,Gold,09-Apr-21,09-Apr-21,124131041,220100100189,1,94.7,47.45
75529,Silver,17-Mar-21,17-Mar-21,124119394,220200100014,2,137.2,33.25
599,Silver,14-Oct-19,14-Oct-19,123725913,240800100006,1,253.5,108.0
45242,Silver,14-Jan-19,14-Jan-19,123467929,220100400018,1,91.0,40.25
75104,Silver,09-Jun-19,13-Jun-19,123641583,210200400094,3,160.5,26.85
91035,Silver,07-Nov-17,07-Nov-17,123106408,240100100599,1,46.1,19.2
55650,SILVER,02-Dec-19,02-Dec-19,123723484,230100500061,1,18.3,8.05
45948,Silver,17-Sep-21,17-Sep-21,124386875,240200100206,2,267.0,68.2
61113,Gold,17-Dec-21,17-Dec-21,124417321,240200200050,2,98.6,19.75
87481,Silver,19-Jun-21,19-Jun-21,124271769,220200300142,2,220.6,50.25
14319,Silver,25-Nov-18,25-Nov-18,123488179,220101300006,1,27.3,12.25
9648,Gold,02-May-18,02-May-18,123215062,230100600018,2,128.4,32.2
35102,SILVER,10-Mar-19,10-Mar-19,123518320,220101200024,1,26.9,11.65
64684,Gold,10-May-20,11-May-20,123957098,240500200122,1,24.1,11.5
81906,Platinum,07-Jul-21,07-Jul-21,124234297,220200300153,2,168.2,39.2
2235,Gold,29-Jun-19,29-Jun-19,123644239,220200100099,2,315.6,79.0
61490,Silver,09-May-18,13-May-18,123264022,240100100283,1,39.4,18.7
36718,Gold,30-Sep-21,30-Sep-21,124303193,240700400034,1,14.4,6.45
22249,Gold,28-Jun-20,28-Jun-20,123947884,240100400087,3,351.6,58.55
32696,SILVER,29-Dec-17,29-Dec-17,123196295,210200300073,4,54.8,6.9
33507,Silver,29-Jan-17,29-Jan-17,123055719,240100400112,1,114.0,54.8
54110,Gold,14-Jan-18,14-Jan-18,123298317,230100100016,2,340.4,72.45
24031,GOLD,09-Feb-19,09-Feb-19,123426951,220100100171,1,170.4,85.3
53273,SILVER,17-May-18,21-May-18,123213429,220101200027,1,76.4,33.2
28547,Silver,23-Aug-18,27-Aug-18,123366389,230100600036,2,206.4,50.4
1530,Silver,09-Nov-19,09-Nov-19,123786194,230100600033,1,85.1,40.65
30026,Silver,09-Oct-19,09-Oct-19,123773658,240200200080,1,93.8,9.4
92781,SILVER,19-Jul-19,24-Jul-19,123643003,240600100027,2,77.0,15.5
77880,SILVER,08-Nov-19,08-Nov-19,123775418,230100100046,2,269.6,55.1
73929,Gold,15-Jun-17,20-Jun-17,123004519,240500200009,2,28.2,5.95
88270,Gold,02-Oct-20,05-Oct-20,124009473,230100700002,3,660.0,135.0
63589,Gold,13-Aug-18,13-Aug-18,123305867,240600100107,2,52.8,11.8
49434,Gold,07-Sep-20,07-Sep-20,124011583,240600100089,1,22.0,9.1
25070,Gold,10-Jan-17,10-Jan-17,123050618,220200300054,1,65.2,29.7
17938,Gold,28-Jul-18,28-Jul-18,123393601,220101400283,2,103.0,23.5
39994,Gold,16-Feb-21,16-Feb-21,124159251,220200300124,1,72.4,32.9
56385,Gold,27-Nov-17,27-Nov-17,123117317,220100700038,1,100.2,47.75
47974,Gold,02-Jan-19,02-Jan-19,123441570,210201000151,1,23.9,10.7
49495,Gold,27-Dec-17,01-Jan-18,123186026,240100100404,4,250.0,32.75
2108,Silver,02-Jun-17,02-Jun-17,123036126,220100100489,2,102.2,25.65
40911,Gold,05-Jun-21,05-Jun-21,124243212,240500100045,2,175.0,35.05
76270,Gold,14-May-19,14-May-19,123581855,220200300158,3,280.2,43.55
49500,GOLD,30-Mar-21,30-Mar-21,124139960,240100100511,1,14.7,6.45
39688,GOLD,27-Oct-20,27-Oct-20,124018730,240500200056,1,24.5,11.75
50061,Gold,13-Nov-20,13-Nov-20,124053401,240100100260,1,28.2,11.8
14646,Gold,04-Jul-19,07-Jul-19,123695127,240500200009,3,42.3,5.95
77206,Silver,14-Oct-21,14-Oct-21,124328979,240600100081,1,27.8,8.35
57371,GOLD,23-Nov-20,23-Nov-20,124033760,240200200088,1,71.4,29.3
8488,Gold,25-Aug-20,30-Aug-20,124012638,240100100599,2,94.8,19.7
93478,Gold,09-Nov-19,09-Nov-19,123789141,240500200100,1,22.7,10.85
35344,Silver,28-Dec-17,28-Dec-17,123189545,240800100066,5,938.0,76.3
58117,Gold,31-Mar-19,02-Apr-19,123533421,220101400056,1,42.4,18.8
53022,Gold,30-Nov-21,05-Dec-21,124459487,210200700013,3,30.3,3.6
38278,Gold,27-Feb-18,27-Feb-18,123287630,240200100066,2,600.6,146.15
74720,Gold,23-Jun-18,23-Jun-18,123359711,240200200024,1,125.4,12.5
41628,Silver,25-May-19,25-May-19,123586840,230100600026,3,355.8,59.4
48729,Gold,18-Jun-20,18-Jun-20,123971432,240500200042,2,81.2,19.35
50935,GOLD,30-Apr-20,30-Apr-20,123975337,240500200001,1,31.8,15.15
1087,SILVER,24-Jan-19,24-Jan-19,123462519,220200100120,3,197.1,32.95
33942,GOLD,14-Aug-17,14-Aug-17,123138696,240500200137,2,57.0,13.6
90763,Gold,08-May-18,08-May-18,123251815,240100400021,1,91.6,45.75
46598,Silver,24-Apr-18,24-Apr-18,123264452,230100600036,4,412.8,50.4
89853,Gold,07-Feb-19,07-Feb-19,123405569,210200700009,1,19.1,8.35
61104,SILVER,07-Oct-17,14-Oct-17,123133804,240300300005,2,256.0,55.8
36705,Gold,09-Jun-19,15-Jun-19,123646222,230100600028,4,386.8,48.45
26650,Gold,24-Feb-19,24-Feb-19,123476286,240200100240,1,26.4,13.3
49231,Silver,11-Nov-21,14-Nov-21,124389046,240500200101,1,119.4,49.75
57823,Silver,29-May-18,31-May-18,123300738,240500200100,3,68.1,10.85
2877,Silver,08-May-20,16-May-20,123942069,210200400042,3,119.4,20.0
55519,GOLD,06-Oct-20,06-Oct-20,124044504,240200200025,2,36.0,1.75
3279,SILVER,12-Oct-20,12-Oct-20,124090444,230100100017,1,175.3,74.95
14852,Silver,17-May-19,21-May-19,123510695,240700200007,2,10.2,2.2
36424,Silver,18-Jun-21,18-Jun-21,124261920,220200300082,2,142.0,32.3
15723,Gold,26-Jun-20,05-Jul-20,123933071,220101400089,2,73.4,16.75
86741,GOLD,12-Aug-18,15-Aug-18,123394909,240100400080,2,444.0,110.95
27924,Silver,08-Jul-19,08-Jul-19,123634181,220200100182,5,648.5,64.95
55447,Gold,21-Oct-20,21-Oct-20,124064191,220100100038,1,19.7,9.95
12785,Gold,09-Apr-20,09-Apr-20,123810503,240800200043,1,44.7,19.5
4871,Gold,15-Dec-18,20-Dec-18,123427239,230100500092,1,116.7,48.6
12592,GOLD,23-Nov-21,23-Nov-21,124392421,220101400152,1,13.1,5.9
42280,Silver,07-Jun-21,07-Jun-21,124265325,210200200006,4,142.0,14.8
49223,GOLD,03-Apr-18,03-Apr-18,123220573,230100100035,1,70.8,29.8
49917,Gold,05-Oct-21,05-Oct-21,124351407,240700400010,1,61.3,31.95
28842,Silver,14-Dec-20,14-Dec-20,124003993,220100100581,4,154.8,19.45
9996,Platinum,13-Aug-20,13-Aug-20,123913354,220100100038,2,39.4,9.95
86553,SILVER,12-Dec-20,14-Dec-20,124083204,220100300039,2,408.8,87.15
90944,Gold,21-Nov-17,21-Nov-17,123184863,240100100158,2,17.8,3.9
53917,Silver,17-Jul-18,17-Jul-18,123324975,220100100632,2,92.8,23.3
5080,SILVER,29-Nov-18,29-Nov-18,123418218,220100400030,1,156.5,78.35
33929,Silver,01-Mar-21,03-Mar-21,124177895,230100400028,1,13.9,5.45
90466,Silver,16-Apr-21,16-Apr-21,124190352,220100800038,1,143.0,68.25
47128,Silver,21-Jul-21,21-Jul-21,124264861,220200100009,2,126.8,30.5
89988,SILVER,29-Jan-20,29-Jan-20,123842163,240100400149,1,86.8,41.4
883,Silver,10-Aug-20,10-Aug-20,123988241,240500100032,2,114.0,25.25
7633,SILVER,27-Mar-18,27-Mar-18,123271474,240700400036,1,6.2,2.75
88385,Gold,14-May-17,14-May-17,123030343,240100400043,1,266.0,131.5
33330,SILVER,12-Oct-19,12-Oct-19,123708619,220101400053,1,181.0,77.0
40506,SILVER,01-Sep-19,01-Sep-19,123688013,240100200006,1,29.1,12.3
58029,GOLD,23-Mar-20,23-Mar-20,123876939,220101400266,1,38.4,17.1
90321,Silver,14-Mar-21,14-Mar-21,124191746,240100400053,1,98.7,46.9
42769,Silver,10-Jan-21,10-Jan-21,124120306,240500100058,2,96.0,21.3
93539,Gold,31-Aug-19,31-Aug-19,123673003,240100200004,1,35.2,14.8
3935,Silver,17-Dec-20,23-Dec-20,124020207,240400200024,3,355.2,49.45
52212,Silver,06-Apr-19,06-Apr-19,123590530,240500200068,1,118.7,49.55
28355,Silver,01-Jun-18,15-Jun-18,123313203,220100700023,2,133.98,44.25
58742,Silver,13-Jun-20,13-Jun-20,123934480,220101400204,5,95.5,8.75
80603,Silver,02-Oct-20,02-Oct-20,124011387,240100400014,2,502.8,125.65
91143,Silver,28-Jan-19,28-Jan-19,123403809,240800200009,6,523.2,34.9
38154,Gold,23-Apr-17,27-Apr-17,123014385,230100600022,3,252.3,42.15
58706,Silver,08-Oct-21,08-Oct-21,124375810,220101400211,1,34.9,15.6
50845,SILVER,30-Jun-20,30-Jun-20,123970675,220100100614,2,118.2,29.65
24471,Gold,15-Apr-19,15-Apr-19,123588480,230100600031,3,265.5,42.45
25420,Gold,23-Feb-21,23-Feb-21,124125349,210201000198,1,60.1,26.8
42001,Silver,05-Feb-17,05-Feb-17,123092601,230100600015,2,156.4,39.2
52139,GOLD,13-Jul-21,17-Jul-21,124286952,240400300021,2,152.4,34.55
5573,SILVER,03-Jul-21,03-Jul-21,124298881,240800200057,1,42.9,19.4
46698,Silver,10-Nov-18,10-Nov-18,123491460,220100700031,1,127.8,60.95
86032,Gold,05-Sep-21,05-Sep-21,124376078,240800200020,1,187.2,85.15
43271,Gold,28-Jun-19,28-Jun-19,123635725,240100400147,2,516.4,127.65
63832,Silver,17-Oct-20,17-Oct-20,124035679,220200100238,1,209.3,104.6
21013,GOLD,12-Mar-17,12-Mar-17,123084568,240400200088,1,197.4,82.25
39115,Silver,28-May-18,28-May-18,123292231,220100800060,1,25.2,12.1
92989,Gold,11-Apr-19,11-Apr-19,123544720,220101400111,1,25.7,11.8
19378,SILVER,09-Nov-18,09-Nov-18,123484391,220200200071,1,104.1,45.2
19096,Silver,04-Dec-18,04-Dec-18,123455726,240300100048,2,31.0,6.7
60825,GOLD,08-Jun-21,08-Jun-21,124275132,220101100024,1,21.4,8.9
90845,SILVER,11-Jan-21,12-Jan-21,124133676,220101400204,1,19.1,8.75
1651,Gold,03-Jan-19,03-Jan-19,123450328,220200300152,1,84.7,42.3
51315,Silver,08-Jan-19,14-Jan-19,123403609,220100100488,1,53.3,26.75
75418,Silver,20-Nov-19,20-Nov-19,123796994,220100400026,2,241.0,54.85
44626,Silver,11-Mar-20,11-Mar-20,123874987,240700400017,2,92.0,21.55
24552,Silver,23-Nov-19,23-Nov-19,123731349,240500200092,1,34.6,16.6
81086,Silver,23-May-17,23-May-17,123083257,220101400406,4,422.8,52.8
5011,SILVER,02-Aug-20,02-Aug-20,123926439,230100500082,3,378.3,58.6
21446,SILVER,11-Oct-17,11-Oct-17,123155460,230100700004,1,360.0,199.0
19752,Silver,09-Jun-18,09-Jun-18,123367732,240100400014,3,754.2,125.65
24980,Silver,17-Dec-21,21-Dec-21,124413747,220200200045,2,226.0,51.45
47967,Gold,25-May-20,30-May-20,123976292,230100500083,3,155.4,25.85
90349,Gold,16-Sep-20,16-Sep-20,124082995,240200100182,1,110.9,55.55
41059,Silver,14-Dec-19,26-Dec-19,123740452,240500200039,2,62.0,14.05
15932,Silver,22-Oct-17,22-Oct-17,123114305,210201000137,1,28.3,12.65
6032,Silver,07-Jul-19,10-Jul-19,123618994,230100600028,2,193.4,48.45
86364,SILVER,08-Apr-17,08-Apr-17,123034438,220100100134,1,45.5,22.85
61623,SILVER,22-Jul-17,27-Jul-17,123110635,210201000197,2,83.4,18.55
86027,Silver,15-Feb-20,17-Feb-20,123879061,220200100053,1,187.3,93.75
7145,Silver,24-Jun-17,30-Jun-17,123054733,220100100581,3,116.1,19.45
30766,Silver,25-Aug-17,25-Aug-17,123196357,240400300013,1,49.9,20.8
26810,Gold,14-Mar-17,14-Mar-17,123099743,220200300155,1,70.7,32.95
26007,Silver,16-Oct-18,16-Oct-18,123328153,230100200048,1,68.7,34.45
50423,Silver,17-Jul-20,19-Jul-20,123901111,220200100230,2,223.4,55.95
16247,Gold,07-Dec-18,07-Dec-18,123471357,230100500024,2,45.8,10.85
36573,Silver,22-Apr-17,22-Apr-17,123008447,240100400127,4,734.4,85.8
63966,Silver,23-Jun-20,24-Jun-20,123913426,230100300024,1,48.2,22.45
83978,Silver,30-Dec-19,30-Dec-19,123800193,220100100090,2,57.4,14.45
22094,Silver,27-Jul-19,27-Jul-19,123623003,220101400196,3,71.7,10.95
40288,Gold,31-Dec-17,03-Jan-18,123208832,240100100056,2,58.6,11.75
62039,Gold,14-Oct-21,20-Oct-21,124327443,240600100011,1,35.1,14.7
52022,Gold,25-Oct-18,25-Oct-18,123382440,240500200003,1,23.6,11.3
74489,Gold,03-Sep-20,07-Sep-20,124079870,210200600130,2,74.8,16.3
58268,GOLD,16-Jan-18,21-Jan-18,123210178,220200300133,1,28.4,13.05
42790,SILVER,10-Jan-19,19-Jan-19,123417503,230100500022,1,150.1,64.1
23019,Gold,21-Jan-20,26-Jan-20,123877751,210201000086,1,17.1,7.65
18522,Gold,07-Jul-18,07-Jul-18,123352734,220100100583,3,147.3,24.65
215,Silver,07-Jul-17,07-Jul-17,123123774,230100500024,1,22.9,10.85
77571,Silver,02-Apr-20,07-Apr-20,123852911,220200100182,1,129.7,64.95
65098,Gold,24-Nov-21,24-Nov-21,124403163,220100100340,1,41.1,20.65
80673,Gold,07-Apr-20,08-Apr-20,123895800,220101400289,2,120.4,27.4
86994,Gold,23-Oct-18,23-Oct-18,123373835,230100400005,1,29.2,11.7
54926,Gold,03-Sep-21,06-Sep-21,124359637,230100100046,1,134.8,55.1
12350,SILVER,16-Jul-21,16-Jul-21,124213126,240300100056,1,52.0,25.9
16007,PLATINUM,12-Nov-19,13-Nov-19,123718417,220100300039,3,613.2,87.15
20541,Silver,17-Feb-18,17-Feb-18,123221507,240800200043,2,87.0,19.0
24133,Gold,03-Jul-21,03-Jul-21,124201474,220101300011,2,47.6,10.65
23669,Gold,24-Dec-21,24-Dec-21,124474436,220200300053,2,118.0,26.85
81418,Gold,11-Feb-19,15-Feb-19,123447109,230100100059,4,537.6,57.05
6847,Silver,16-Oct-17,16-Oct-17,123181131,240100100577,1,76.0,31.75
53203,Platinum,15-May-21,15-May-21,124255239,220101300011,3,71.4,10.65
36828,Silver,03-Dec-17,03-Dec-17,123154037,230100500082,1,126.1,58.6
38814,Silver,13-May-20,13-May-20,123984437,220100200006,3,130.5,17.45
75311,GOLD,06-May-17,06-May-17,123087395,220200300142,1,110.3,50.25
30405,GOLD,08-Jul-19,14-Jul-19,123630235,230100700004,2,720.0,199.0
25630,SILVER,28-Aug-21,28-Aug-21,124302157,240100100661,2,46.4,9.95
20782,Gold,12-Jun-18,12-Jun-18,123391130,230100600003,4,70.0,7.7
26281,Gold,12-Sep-21,12-Sep-21,124339144,220200100240,2,80.0,20.1
35085,GOLD,09-Mar-21,09-Mar-21,124146298,220200100167,2,113.0,28.35
75417,SILVER,06-Sep-20,06-Sep-20,124003587,240600100107,1,26.4,11.8
33010,Silver,17-Dec-18,17-Dec-18,123437268,240100200008,2,63.6,13.15
20086,SILVER,05-May-19,05-May-19,123586397,240100400087,1,117.2,58.55
32301,Silver,01-Jul-18,01-Jul-18,123316134,220200100107,2,358.0,89.6
80286,Silver,18-Jun-20,19-Jun-20,123971034,220200200065,3,513.9,84.7
84955,Gold,17-Feb-21,17-Feb-21,124165189,210200100010,1,41.5,18.5
59132,Silver,27-Jul-20,27-Jul-20,123981995,210200400027,3,147.3,24.65
53022,Silver,12-Dec-21,17-Dec-21,124467751,240100100597,2,221.4,47.1
5938,Silver,20-Aug-21,20-Aug-21,124334767,220100100305,2,114.6,28.75
56782,Platinum,28-Dec-19,28-Dec-19,123882197,220101100005,4,31.2,2.95
77245,Gold,07-Oct-21,10-Oct-21,124362595,240300200009,1,48.7,18.15
9796,Silver,19-Aug-19,19-Aug-19,123658760,210201000189,2,104.6,23.9
65691,Silver,19-Sep-18,21-Sep-18,123350298,240800100011,1,136.6,58.8
92693,Gold,07-Nov-20,07-Nov-20,124001279,220200300153,1,84.1,39.2
6541,Silver,16-Jun-19,16-Jun-19,123613754,220200100021,2,300.6,75.25
47204,Gold,12-Apr-20,12-Apr-20,123831532,240100100422,1,22.6,7.85
60664,Gold,05-Jan-17,05-Jan-17,123021227,240500100062,2,109.2,23.85
14149,Gold,22-Jul-17,22-Jul-17,123109431,240100400036,2,426.6,104.1
30704,Gold,24-Dec-21,24-Dec-21,124478931,240700100001,2,47.2,12.3
38131,Gold,22-Feb-20,22-Feb-20,123830306,220200300152,1,87.2,43.55
61888,Silver,12-Apr-18,12-Apr-18,123279818,210201000017,1,46.3,19.15
74830,Gold,23-Nov-21,23-Nov-21,124399740,240500200116,1,59.0,24.45
84969,Silver,15-Mar-19,15-Mar-19,123572395,240100100591,1,99.3,45.2
86985,Gold,07-May-21,09-May-21,124280176,210200300024,1,66.6,33.4
20708,SILVER,09-Nov-17,09-Nov-17,123117291,220100100370,1,20.7,10.45
75080,Silver,16-Aug-18,21-Aug-18,123322244,220200100116,2,361.4,90.45
38985,Silver,06-Apr-19,06-Apr-19,123589981,230100200055,1,247.6,116.0
61164,Silver,29-Jan-18,29-Jan-18,123200533,240800200006,4,902.0,112.85
